show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s0273,TV Show,Life in Mumbai,,"Olivia Singh, Thomas Smith",Brazil,,1992,TV-MA,1 Season,"Documentaries, Drama","A compelling story about friendship, family, and unexpected choices."
s0274,TV Show,Worlds Apart,,"William Brown, Liam Wilson, Alex Sharma, Priya Taylor",,"February 19, 2018",2017,TV-G,4 Seasons,"Docuseries, Documentaries, International Movies",A young protagonist must overcome difficult challenges to find a new beginning.
s0275,Movie,The Last Horizon,Michael Brown,Thomas Martinez,"Australia, United States","August 31, 2019",2004,TV-MA,79 min,"International Movies, Reality TV, Stand-Up Comedy",A group of strangers discovers a secret that changes their lives forever.
s0276,Movie,Under the Stars,Jordan Lee,Mia Johnson,Italy,"December 16, 2021",2004,NR,139 min,"Crime TV Shows, British TV Shows, Children & Family Movies","A compelling story about friendship, family, and unexpected choices."
s0277,Movie,Summer Dreams,James Taylor,Olivia Jackson,Japan,"October 31, 2018",2012,TV-14,164 min,Sci-Fi & Fantasy,"A powerful story exploring relationships, identity, and the search for belonging."
s0278,TV Show,Worlds Apart 2014,,"Ananya Williams, Isabella Johnson",India,"March 17, 2019",2019,TV-Y,1 Season,Romantic Movies,"A compelling story about friendship, family, and unexpected choices."
s0279,TV Show,Modern Families,,"Emily Davis, Thomas Johnson","Italy, United Kingdom","May 08, 2019",2008,TV-Y7,1 Season,"Action & Adventure, Kids' TV",A group of strangers discovers a secret that changes their lives forever.
s0280,TV Show,After Midnight 2004,Jordan Lee,,"Brazil, Mexico","February 08, 2025",2021,TV-Y7,2 Seasons,"Horror Movies, Crime TV Shows","A compelling story about friendship, family, and unexpected choices."
s0281,TV Show,The Family House,,"Emily Moore, Alex Williams",Italy,"August 18, 2023",2019,TV-MA,3 Seasons,Action & Adventure,"A powerful story exploring relationships, identity, and the search for belonging."
s0282,Movie,The Great Escape,,"Lucas Singh, Maya Miller, Daniel Johnson, Ananya Miller","Brazil, France","August 24, 2023",1995,G,78 min,Children & Family Movies,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0283,Movie,Summer Dreams,Grace Garcia,"Maya Lee, Ananya Jackson, Jordan Miller",United Kingdom,"July 29, 2020",2006,G,152 min,Action & Adventure,A young protagonist must overcome difficult challenges to find a new beginning.
s0284,Movie,The Last Horizon 2012,Lucas Thomas,Ethan Brown,United Kingdom,"February 17, 2021",2016,TV-MA,154 min,"Drama, Documentaries",A young protagonist must overcome difficult challenges to find a new beginning.
s0285,Movie,Under the Stars,William Williams,"Daniel Taylor, Sophia Kumar, Liam Patel",Germany,"November 06, 2025",1993,G,109 min,"Reality TV, Docuseries",A young protagonist must overcome difficult challenges to find a new beginning.
s0286,TV Show,Unknown Files,,"Lucas Martinez, Jordan Taylor, Emily Kumar, Sophia Smith",South Korea,"September 05, 2022",2018,TV-Y7,1 Season,Sci-Fi & Fantasy,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0287,Movie,Broken Promises 2006,,"Isabella Smith, Sophia Smith, Emma Davis",Japan,"March 29, 2022",2022,PG-13,118 min,International Movies,A young protagonist must overcome difficult challenges to find a new beginning.
s0288,Movie,A Second Chance,Ravi Jones,"Maya Brown, Emily Kim, David Miller",Spain,"July 19, 2019",1991,TV-PG,157 min,"Crime TV Shows, Comedy",A group of strangers discovers a secret that changes their lives forever.
s0289,Movie,The Secret Garden 2012,Noah Moore,"Jordan Singh, Ava Moore",South Korea,"September 21, 2024",2002,PG,115 min,"Crime TV Shows, Documentaries, Reality TV","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0290,Movie,City of Shadows,Ravi Brown,"Priya Jackson, Daniel Davis",Mexico,"July 07, 2026",2003,G,168 min,"Comedy, Docuseries",A young protagonist must overcome difficult challenges to find a new beginning.
s0291,TV Show,Daily Dose,,"Grace Chen, Kiran Kim, Emma Kumar","India, Canada","April 22, 2020",2020,TV-Y7,3 Seasons,"Children & Family Movies, Stand-Up Comedy","A compelling story about friendship, family, and unexpected choices."
s0292,Movie,Beyond the River,,"Ananya Davis, Jordan Wilson",India,"September 26, 2019",2005,TV-PG,110 min,British TV Shows,"A compelling story about friendship, family, and unexpected choices."
s0293,Movie,Into the Wild,,"Ananya Patel, Ethan Singh, Alex Singh","Canada, India","January 13, 2024",2015,PG-13,161 min,"Thrillers, Action & Adventure",A group of strangers discovers a secret that changes their lives forever.
s0294,TV Show,Beyond Borders 2016,,"Alex Smith, Chris Taylor, Olivia Davis",Japan,"April 26, 2020",1998,TV-Y7,3 Seasons,British TV Shows,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0295,Movie,Echoes of Tomorrow,Olivia Martinez,"Ananya Miller, Daniel Moore, Maya Jackson",Germany,"January 28, 2023",2008,PG-13,173 min,"Kids' TV, Docuseries","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0296,Movie,Summer Dreams,William Taylor,"James Davis, Daniel Singh, Chris Williams",,"August 24, 2024",2024,TV-PG,160 min,Stand-Up Comedy,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0297,Movie,Midnight Streets,Robert Martin,"Lucas Kim, Olivia Kumar","Brazil, Spain, Canada","January 03, 2025",2006,R,132 min,Action & Adventure,A group of strangers discovers a secret that changes their lives forever.
s0298,Movie,City of Shadows,William Brown,"Mia Anderson, Emily Martinez",Japan,"November 05, 2021",2015,PG-13,128 min,"Drama, Stand-Up Comedy, Anime Series",A group of strangers discovers a secret that changes their lives forever.
s0299,Movie,City of Shadows,James Patel,"Liam Martinez, Arjun Moore, Kiran Chen","India, South Korea","August 20, 2021",2016,TV-MA,160 min,Sci-Fi & Fantasy,"A compelling story about friendship, family, and unexpected choices."
s0300,Movie,Under the Stars,Noah Miller,Daniel Miller,"Australia, United Kingdom","July 21, 2022",1990,TV-PG,136 min,Kids' TV,"A compelling story about friendship, family, and unexpected choices."
s0301,TV Show,Young Hearts,,Robert Martin,India,"August 06, 2020",2010,TV-G,5 Seasons,"Romantic Movies, Comedy","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0302,Movie,Under the Stars,Olivia Williams,"Liam Davis, Isabella Thomas",Japan,"February 10, 2019",1994,TV-PG,79 min,Romantic Movies,A young protagonist must overcome difficult challenges to find a new beginning.
s0303,Movie,Hidden Truth,,"Chris Martinez, Grace Jackson, Isabella Jackson",Australia,"February 03, 2019",2010,R,140 min,"Stand-Up Comedy, Reality TV",A group of strangers discovers a secret that changes their lives forever.
s0304,Movie,The Long Road Home 2006,Lucas Garcia,"Grace Patel, Emily Miller","Canada, South Korea","August 22, 2021",2021,TV-14,143 min,"Action & Adventure, British TV Shows, Kids' TV",A young protagonist must overcome difficult challenges to find a new beginning.
s0305,Movie,The Secret Garden 2019,Noah Kumar,Thomas Chen,Australia,"October 28, 2023",2013,TV-PG,78 min,Reality TV,"A powerful story exploring relationships, identity, and the search for belonging."
s0306,TV Show,Kitchen Stories,Robert Kumar,"Emma Sharma, Jordan Williams",South Korea,"March 31, 2025",1998,TV-14,1 Season,Kids' TV,A young protagonist must overcome difficult challenges to find a new beginning.
s0307,Movie,Parallel Lives,Emma Singh,"Ravi Brown, David Taylor",United States,"February 19, 2026",2025,G,166 min,"Horror Movies, Anime Series",A young protagonist must overcome difficult challenges to find a new beginning.
s0308,Movie,The Silent House,,"Liam Chen, Ethan Anderson",,"May 02, 2019",2004,TV-PG,144 min,"Horror Movies, Drama, Stand-Up Comedy","A compelling story about friendship, family, and unexpected choices."
s0309,Movie,Midnight Streets,,"Sophia Smith, Chris Kumar",Japan,"December 22, 2025",1997,G,142 min,International Movies,"A powerful story exploring relationships, identity, and the search for belonging."
s0310,Movie,The Long Road Home,Emily Davis,"Arjun Taylor, Sophia Chen",Spain,"May 15, 2021",2021,TV-MA,169 min,"Horror Movies, Crime TV Shows","A compelling story about friendship, family, and unexpected choices."
s0311,TV Show,Worlds Apart,,,India,"September 13, 2024",2021,TV-MA,4 Seasons,"Romantic Movies, Stand-Up Comedy","A compelling story about friendship, family, and unexpected choices."
s0312,Movie,The Secret Garden,,Emma Lee,Mexico,"March 04, 2024",2008,G,80 min,"Horror Movies, Stand-Up Comedy","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0313,TV Show,The Detectives 2014,Emily Martinez,Kiran Davis,Germany,"June 22, 2020",1993,TV-MA,2 Seasons,"Kids' TV, Drama",A group of strangers discovers a secret that changes their lives forever.
s0314,Movie,Broken Promises,Alex Kim,"Thomas Sharma, Alex Miller, Ananya Martin, Michael Singh",France,"April 24, 2025",2018,TV-14,79 min,Sci-Fi & Fantasy,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0315,Movie,The Silent House,,"Sophia Patel, Olivia Miller, Isabella Chen",United Kingdom,"February 08, 2018",2018,R,83 min,International Movies,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0316,TV Show,Modern Families,,Thomas Sharma,Brazil,"August 11, 2022",2003,TV-G,1 Season,"Documentaries, Horror Movies","A powerful story exploring relationships, identity, and the search for belonging."
s0317,Movie,A Second Chance,William Kumar,"Grace Patel, Ravi Anderson, Robert Moore","United Kingdom, Italy","May 08, 2023",2015,NR,101 min,Children & Family Movies,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0318,Movie,City of Shadows,Lucas Jones,Mia Jackson,Canada,"November 20, 2024",2001,TV-PG,127 min,Thrillers,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0319,TV Show,Modern Families,,"Thomas Brown, David Jackson, William Smith, Emily Martin",Germany,"August 13, 2021",1996,TV-Y7,1 Season,"Crime TV Shows, Drama","A powerful story exploring relationships, identity, and the search for belonging."
s0320,Movie,A Second Chance,Ananya Garcia,James Williams,India,"January 25, 2026",2013,TV-14,107 min,"Reality TV, Romantic Movies","A compelling story about friendship, family, and unexpected choices."
s0321,Movie,The Final Journey,Ethan Jackson,"Mia Martinez, Emma Brown, Michael Johnson",Australia,"August 08, 2018",2018,R,88 min,Comedy,"A powerful story exploring relationships, identity, and the search for belonging."
s0322,TV Show,Modern Families,,"Chris Sharma, Ravi Brown, Maya Martin",United Kingdom,"October 12, 2018",1996,TV-G,5 Seasons,Docuseries,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0323,Movie,One More Day 2005,Emily Moore,Grace Martinez,"Japan, Brazil","June 11, 2019",1998,G,122 min,Kids' TV,"A powerful story exploring relationships, identity, and the search for belonging."
s0324,TV Show,Code Breakers,,Lucas Wilson,Italy,"November 08, 2025",2018,TV-14,5 Seasons,"Drama, Horror Movies, Sci-Fi & Fantasy",A group of strangers discovers a secret that changes their lives forever.
s0325,Movie,One More Day 2008,Liam Patel,"James Jackson, Sophia Anderson","United States, Brazil, India","November 13, 2023",2013,TV-MA,144 min,"Thrillers, Crime TV Shows",A group of strangers discovers a secret that changes their lives forever.
s0326,Movie,Under the Stars,Alex Moore,Thomas Martinez,"Japan, Italy","August 11, 2018",2018,TV-14,149 min,"British TV Shows, Horror Movies",A group of strangers discovers a secret that changes their lives forever.
s0327,TV Show,Young Hearts,Ethan Sharma,"Chris Moore, Arjun Garcia, William Chen, James Singh",Canada,"February 09, 2025",2015,TV-MA,1 Season,Docuseries,"A compelling story about friendship, family, and unexpected choices."
s0328,TV Show,The Detectives,Kiran Brown,"Jordan Miller, Ethan Martinez, Liam Martinez",Italy,"April 28, 2024",1990,TV-MA,2 Seasons,"Horror Movies, Drama","A compelling story about friendship, family, and unexpected choices."
s0329,TV Show,Unknown Files,Alex Wilson,Isabella Lee,,"August 07, 2024",2006,TV-MA,3 Seasons,Stand-Up Comedy,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0330,Movie,Under the Stars,Olivia Chen,Kiran Wilson,France,"January 02, 2024",1993,TV-14,100 min,"International Movies, Docuseries","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0331,Movie,Beyond the River,David Chen,,United Kingdom,,2007,R,109 min,Drama,"A compelling story about friendship, family, and unexpected choices."
s0332,TV Show,Daily Dose,Michael Davis,"Emily Jones, Ravi Wilson, Olivia Chen","United States, Japan, France","October 18, 2019",2009,TV-G,3 Seasons,Kids' TV,"A compelling story about friendship, family, and unexpected choices."
s0333,Movie,City of Shadows 2008,Sophia Brown,"Olivia Garcia, Lucas Lee, Chris Jackson",Germany,"December 29, 2021",2008,R,118 min,Sci-Fi & Fantasy,A group of strangers discovers a secret that changes their lives forever.
s0334,Movie,The Silent House,Olivia Chen,Robert Martin,"Japan, South Korea","April 13, 2018",2009,TV-MA,122 min,Horror Movies,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0335,Movie,Hidden Truth,Michael Brown,Chris Garcia,Germany,,1991,PG,127 min,"Romantic Movies, International Movies",A young protagonist must overcome difficult challenges to find a new beginning.
s0336,Movie,Summer Dreams 2006,,Lucas Lee,Japan,"April 09, 2021",2002,TV-PG,77 min,International Movies,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0337,TV Show,City Stories,Liam Moore,"Priya Anderson, Liam Lee, Robert Kumar",France,"February 28, 2022",2006,TV-Y7,1 Season,"Drama, Thrillers","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0338,TV Show,The Next Chapter,,"Kiran Singh, Alex Martinez, Liam Anderson",Canada,"April 24, 2024",2013,TV-G,1 Season,"International Movies, Crime TV Shows",A group of strangers discovers a secret that changes their lives forever.
s0339,TV Show,Modern Families,,Alex Singh,"France, Australia","January 09, 2025",2000,TV-14,6 Seasons,"Kids' TV, Crime TV Shows","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0340,Movie,Midnight Streets,,"James Lee, Grace Kim","France, Spain","October 09, 2022",2016,R,96 min,"Comedy, Romantic Movies",A young protagonist must overcome difficult challenges to find a new beginning.
s0341,TV Show,The Family House,Priya Davis,"Daniel Wilson, Chris Jones, Sophia Thomas, Robert Wilson",Mexico,"June 01, 2022",2011,TV-MA,3 Seasons,"British TV Shows, International Movies, Sci-Fi & Fantasy","A powerful story exploring relationships, identity, and the search for belonging."
s0342,TV Show,Unknown Files,Noah Singh,,Canada,"July 24, 2024",2014,TV-MA,1 Season,Crime TV Shows,"A compelling story about friendship, family, and unexpected choices."
s0343,Movie,Summer Dreams 2024,James Smith,"Emma Davis, Arjun Jackson, Alex Miller","India, United Kingdom","November 15, 2022",2020,TV-MA,75 min,Reality TV,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0344,Movie,Lost in Time,Thomas Davis,"Lucas Jackson, Chris Patel, Ava Jones",,"April 16, 2018",2011,NR,78 min,Docuseries,"A compelling story about friendship, family, and unexpected choices."
s0345,TV Show,City Stories,,Olivia Taylor,"Germany, Japan","December 23, 2018",2017,TV-PG,1 Season,"Children & Family Movies, Thrillers",A group of strangers discovers a secret that changes their lives forever.
s0346,Movie,Parallel Lives 2007,David Anderson,"James Johnson, Thomas Lee, David Johnson","South Korea, United Kingdom","February 15, 2023",2010,PG-13,76 min,Kids' TV,A young protagonist must overcome difficult challenges to find a new beginning.
s0347,TV Show,The Next Chapter,,"Isabella Thomas, Jordan Patel, Alex Sharma",Germany,"October 05, 2020",2001,TV-G,4 Seasons,International Movies,"A powerful story exploring relationships, identity, and the search for belonging."
s0348,Movie,Summer Dreams,Chris Smith,,"Italy, United Kingdom","November 25, 2020",2009,PG,107 min,"Kids' TV, Horror Movies","A powerful story exploring relationships, identity, and the search for belonging."
s0349,Movie,The Silent House,Lucas Williams,"Arjun Chen, Jordan Williams, Ravi Jones",Australia,"February 07, 2026",2009,TV-MA,130 min,Stand-Up Comedy,A young protagonist must overcome difficult challenges to find a new beginning.
s0350,TV Show,The Travelers,,"Sophia Kumar, Olivia Chen, Liam Lee",Spain,"April 13, 2025",1994,TV-MA,3 Seasons,Horror Movies,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0351,Movie,Broken Promises,Sophia Martinez,Emma Singh,"Australia, United Kingdom","May 11, 2023",2000,TV-PG,174 min,Drama,A young protagonist must overcome difficult challenges to find a new beginning.
s0352,Movie,The Silent House,,"Isabella Patel, Maya Smith","Australia, South Korea","April 22, 2018",1996,TV-14,89 min,Drama,A group of strangers discovers a secret that changes their lives forever.
s0353,Movie,The Great Escape,Alex Garcia,"Noah Wilson, Thomas Thomas","Brazil, India","March 15, 2020",1998,G,91 min,British TV Shows,A group of strangers discovers a secret that changes their lives forever.
s0354,TV Show,The New Generation,,Thomas Sharma,"France, South Korea","December 02, 2020",1995,TV-Y,4 Seasons,"Crime TV Shows, Romantic Movies, Kids' TV",A young protagonist must overcome difficult challenges to find a new beginning.
s0355,Movie,Into the Wild,Arjun Jackson,"Thomas Wilson, Alex Anderson, Grace Williams",Australia,"January 19, 2025",2008,TV-14,109 min,Romantic Movies,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0356,Movie,One More Day,Thomas Lee,"Liam Williams, Chris Thomas, Ananya Miller, David Jackson",India,"June 11, 2019",1991,TV-MA,88 min,Action & Adventure,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0357,Movie,Beyond the River,,"David Kim, Emma Kumar","Germany, South Korea","August 01, 2021",1992,TV-MA,75 min,"International Movies, Crime TV Shows",A group of strangers discovers a secret that changes their lives forever.
s0358,Movie,Parallel Lives,,"Arjun Kim, Maya Davis","Canada, Brazil","April 14, 2025",2003,R,97 min,"Children & Family Movies, Horror Movies",A young protagonist must overcome difficult challenges to find a new beginning.
s0359,Movie,The Silent House,Maya Jones,"Noah Taylor, Daniel Lee, Noah Patel",Mexico,"July 18, 2026",1999,R,141 min,Action & Adventure,A young protagonist must overcome difficult challenges to find a new beginning.
s0360,Movie,The Last Horizon,,"Emma Martinez, Alex Garcia, Olivia Sharma, Ava Johnson",United Kingdom,"November 28, 2024",2015,R,81 min,"Comedy, Sci-Fi & Fantasy",A young protagonist must overcome difficult challenges to find a new beginning.
s0361,TV Show,The Academy,,"Lucas Garcia, Priya Patel, Olivia Taylor, Thomas Patel",Germany,"September 05, 2021",2015,TV-Y7,1 Season,Docuseries,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0362,Movie,Summer Dreams,Ava Martin,"Olivia Lee, Olivia Taylor",India,"February 16, 2026",2001,TV-PG,89 min,"Anime Series, Documentaries, Drama","A powerful story exploring relationships, identity, and the search for belonging."
s0363,Movie,Summer Dreams,Olivia Moore,,Spain,"March 08, 2020",1992,TV-PG,170 min,Docuseries,"A compelling story about friendship, family, and unexpected choices."
s0364,Movie,Into the Wild 2002,Mia Kim,"Lucas Garcia, Chris Anderson, Grace Thomas, James Jackson","South Korea, Germany","January 13, 2020",2008,PG,109 min,"Comedy, Anime Series, Romantic Movies",A group of strangers discovers a secret that changes their lives forever.
s0365,Movie,The Last Horizon,,,South Korea,"August 07, 2020",1992,PG,129 min,Thrillers,A group of strangers discovers a secret that changes their lives forever.
s0366,Movie,Beyond the River,William Martinez,"David Sharma, Maya Jackson",Mexico,"January 18, 2026",2018,NR,98 min,"British TV Shows, Drama",A group of strangers discovers a secret that changes their lives forever.
s0367,Movie,The Final Journey,Michael Martin,"Ethan Kumar, Ava Kumar, Arjun Chen",Spain,"April 02, 2023",2006,TV-PG,98 min,Stand-Up Comedy,A group of strangers discovers a secret that changes their lives forever.
s0368,Movie,The Last Horizon,,"Daniel Patel, Lucas Wilson, James Singh",,"October 01, 2023",1995,TV-14,142 min,"Children & Family Movies, Crime TV Shows",A group of strangers discovers a secret that changes their lives forever.
s0369,Movie,Broken Promises,Maya Thomas,Isabella Garcia,"United States, Brazil","December 24, 2020",1995,TV-14,92 min,"Romantic Movies, Comedy","A powerful story exploring relationships, identity, and the search for belonging."
s0370,Movie,Summer Dreams,James Lee,"Ethan Davis, Liam Johnson, Thomas Johnson",Spain,"April 22, 2023",2001,G,137 min,"Anime Series, Children & Family Movies","A compelling story about friendship, family, and unexpected choices."
s0371,TV Show,Modern Families 2013,,"Michael Williams, Noah Thomas",Germany,"January 31, 2018",1993,TV-Y,4 Seasons,Action & Adventure,"A compelling story about friendship, family, and unexpected choices."
s0372,Movie,Hidden Truth,Thomas Kumar,Thomas Davis,United Kingdom,"December 01, 2020",2005,PG-13,97 min,"Sci-Fi & Fantasy, Action & Adventure, Thrillers",A young protagonist must overcome difficult challenges to find a new beginning.
s0373,Movie,The Forgotten Road,Liam Martinez,Ravi Martin,Canada,"October 01, 2020",1990,R,136 min,"Romantic Movies, Drama","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0374,Movie,The Final Journey,,"William Kumar, Emily Wilson",Germany,"April 21, 2022",2018,G,115 min,"International Movies, Documentaries","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0375,TV Show,City Stories,,"Olivia Singh, Alex Martinez",United Kingdom,"November 28, 2020",2006,TV-Y7,1 Season,"Documentaries, Action & Adventure, International Movies","A powerful story exploring relationships, identity, and the search for belonging."
s0376,Movie,The Silent House,Noah Martinez,Sophia Williams,United States,,2019,G,164 min,"Romantic Movies, Reality TV","A powerful story exploring relationships, identity, and the search for belonging."
s0377,TV Show,Daily Dose,James Miller,Liam Brown,Germany,,2014,TV-14,5 Seasons,Romantic Movies,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0378,Movie,The Secret Garden,Alex Moore,"Kiran Kim, James Moore, David Kumar",Brazil,"September 11, 2018",2018,NR,141 min,Sci-Fi & Fantasy,"A compelling story about friendship, family, and unexpected choices."
s0379,Movie,Midnight Streets,William Brown,Priya Thomas,Japan,"October 26, 2021",2005,PG-13,146 min,Horror Movies,A group of strangers discovers a secret that changes their lives forever.
s0380,Movie,The Long Road Home,Alex Lee,"Michael Johnson, Kiran Davis, Isabella Garcia, Arjun Lee",Germany,"June 28, 2021",2001,PG,166 min,Kids' TV,A young protagonist must overcome difficult challenges to find a new beginning.
s0381,TV Show,Worlds Apart,,Noah Kumar,Japan,"April 22, 2021",2005,TV-G,1 Season,"Reality TV, Stand-Up Comedy, Thrillers","A compelling story about friendship, family, and unexpected choices."
s0382,Movie,Parallel Lives,William Sharma,"Noah Johnson, Emily Jackson, Arjun Patel, Chris Anderson","Brazil, Japan","November 07, 2022",1991,TV-MA,128 min,"Drama, International Movies",A young protagonist must overcome difficult challenges to find a new beginning.
s0383,Movie,Under the Stars,Emma Miller,,Canada,"May 05, 2024",2007,PG-13,97 min,"Action & Adventure, Thrillers","A compelling story about friendship, family, and unexpected choices."
s0384,Movie,The Long Road Home,,"Emily Martinez, Isabella Martin",France,"October 07, 2021",2007,TV-MA,136 min,"Children & Family Movies, Crime TV Shows, Docuseries","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0385,Movie,The Secret Garden,Mia Singh,"Kiran Smith, Noah Patel",France,"May 24, 2023",2020,G,162 min,Action & Adventure,A group of strangers discovers a secret that changes their lives forever.
s0386,TV Show,The Detectives 2011,,Ananya Sharma,South Korea,"June 15, 2020",2016,TV-14,3 Seasons,"Sci-Fi & Fantasy, Thrillers",A young protagonist must overcome difficult challenges to find a new beginning.
s0387,Movie,Parallel Lives,,"Ava Johnson, Kiran Jackson, Michael Kim, Kiran Chen",United States,"October 23, 2019",2017,PG,88 min,"Docuseries, Romantic Movies, Horror Movies","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0388,Movie,A Second Chance,Ananya Singh,"Emma Jones, Arjun Anderson, Arjun Chen",,"April 23, 2026",2025,NR,97 min,"Reality TV, Comedy, Horror Movies","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0389,Movie,The Final Journey,,"Jordan Patel, Alex Williams, Maya Thomas, Isabella Kumar",Japan,"September 02, 2020",2014,TV-PG,89 min,Documentaries,"A powerful story exploring relationships, identity, and the search for belonging."
s0390,TV Show,Life in Mumbai,,"Isabella Miller, Jordan Davis, William Miller",Germany,"May 05, 2025",2003,TV-Y,3 Seasons,"Reality TV, British TV Shows","A compelling story about friendship, family, and unexpected choices."
s0391,TV Show,After Midnight,,Thomas Brown,"Mexico, Japan",,2001,TV-G,1 Season,International Movies,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0392,Movie,Midnight Streets,Grace Taylor,"Olivia Kim, Ravi Williams, Ananya Kumar, Maya Wilson",South Korea,"August 20, 2023",2015,R,137 min,"Children & Family Movies, Comedy","A compelling story about friendship, family, and unexpected choices."
s0393,TV Show,Modern Families,,Kiran Jones,Germany,,1990,TV-Y7,5 Seasons,Docuseries,"A powerful story exploring relationships, identity, and the search for belonging."
s0394,Movie,City of Shadows 2016,Daniel Martin,"Liam Moore, Jordan Lee, Liam Kumar, Emily Lee","Canada, Australia","March 03, 2023",1990,TV-MA,141 min,Kids' TV,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0395,Movie,One More Day,Ravi Anderson,Kiran Thomas,"South Korea, France","September 27, 2018",2008,TV-14,157 min,"Docuseries, Kids' TV","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0396,TV Show,The Detectives 2015,,"David Patel, Noah Thomas, Liam Lee",United Kingdom,"October 08, 2024",2016,TV-14,1 Season,"Anime Series, Stand-Up Comedy",A group of strangers discovers a secret that changes their lives forever.
s0397,Movie,Beyond the River,,,"Brazil, Australia","October 26, 2023",2005,TV-MA,84 min,"Reality TV, Kids' TV","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0398,Movie,Lost in Time,Michael Miller,"Maya Kumar, Emma Davis","Germany, India","January 23, 2023",2002,R,81 min,Crime TV Shows,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0399,Movie,The Forgotten Road,,"James Brown, Ravi Martin, Noah Miller, Thomas Moore",Mexico,"July 19, 2020",1998,G,130 min,"Drama, Stand-Up Comedy, Kids' TV","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0400,Movie,Into the Wild,Thomas Johnson,Arjun Johnson,India,"July 07, 2019",1990,R,144 min,Sci-Fi & Fantasy,"A compelling story about friendship, family, and unexpected choices."
s0401,Movie,Hidden Truth,,"Robert Chen, Emma Garcia, Noah Brown, Ethan Anderson",,"November 30, 2024",2007,TV-14,97 min,Children & Family Movies,A young protagonist must overcome difficult challenges to find a new beginning.
s0402,TV Show,The Academy 2022,Ravi Kumar,"Olivia Martinez, Ananya Singh, William Thomas, Emily Patel",Mexico,"June 11, 2024",1994,TV-MA,2 Seasons,"International Movies, Sci-Fi & Fantasy, Docuseries","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0403,TV Show,After Midnight,,,"France, Brazil","November 26, 2023",2023,TV-14,4 Seasons,"Comedy, Action & Adventure","A powerful story exploring relationships, identity, and the search for belonging."
s0404,Movie,The Final Journey,Kiran Jackson,"Isabella Johnson, Lucas Miller, Olivia Miller, Noah Jackson",Germany,"June 01, 2022",2013,TV-MA,163 min,"Drama, International Movies",A group of strangers discovers a secret that changes their lives forever.
s0405,Movie,Beyond the River,Daniel Anderson,,India,"December 21, 2023",2010,TV-PG,125 min,"Docuseries, Crime TV Shows, Documentaries",A group of strangers discovers a secret that changes their lives forever.
s0406,Movie,Midnight Streets 2001,Ava Martinez,Michael Martinez,Brazil,"October 17, 2025",2010,TV-PG,89 min,Anime Series,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0407,Movie,The Long Road Home,William Kumar,"Chris Taylor, Sophia Jones, Ava Miller, Mia Patel","United States, India","March 18, 2018",2018,TV-14,85 min,Comedy,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0408,Movie,Hidden Truth,,"Robert Smith, Sophia Kumar","Australia, Germany","September 13, 2018",2017,NR,78 min,Crime TV Shows,"A powerful story exploring relationships, identity, and the search for belonging."
s0409,TV Show,The Academy,,"Sophia Wilson, Isabella Williams, Kiran Martin, Olivia Singh",South Korea,"May 24, 2026",2016,TV-MA,1 Season,"British TV Shows, Action & Adventure","A powerful story exploring relationships, identity, and the search for belonging."
